"Espacio";"Asalariados";"Percepciones  por persona";"Salarios";"Salario  Medio Anual";"sexo";"edad";"nacionalidad";"erte"
"Rioja, La";52548;1,28;1284745254;24449;"Varón";"Total";"Española";"No"
"Total";498970;1,3;8727544298;17491;"Varón";"Total";"Española";"Sí"
"Andalucía";79537;1,26;1186192755;14914;"Varón";"Total";"Española";"Sí"
"Aragón";14353;1,23;309680236;21576;"Varón";"Total";"Española";"Sí"
"Asturias, Principado de";11107;1,26;192790809;17358;"Varón";"Total";"Española";"Sí"
"Balears,Illes";27367;1,2;481737867;17603;"Varón";"Total";"Española";"Sí"
"Canarias";41848;1,18;492877488;11778;"Varón";"Total";"Española";"Sí"
"Cantabria";6515;1,19;125845943;19316;"Varón";"Total";"Española";"Sí"
"Castilla y León";26433;1,24;469609130;17766;"Varón";"Total";"Española";"Sí"
"Castilla - La Mancha";16229;1,31;275003400;16945;"Varón";"Total";"Española";"Sí"
"Cataluña";101667;1,28;2012218604;19792;"Varón";"Total";"Española";"Sí"
"Comunitat Valenciana";58061;1,62;1001868066;17255;"Varón";"Total";"Española";"Sí"
"Extremadura";7489;1,33;99252315;13253;"Varón";"Total";"Española";"Sí"
"Galicia";29244;1,26;504149767;17239;"Varón";"Total";"Española";"Sí"
"Madrid, Comunidad de";65463;1,26;1362758300;20817;"Varón";"Total";"Española";"Sí"
"Murcia, Región de";8940;1,37;125096541;13993;"Varón";"Total";"Española";"Sí"
"Rioja, La";3995;1,22;80242249;20086;"Varón";"Total";"Española";"Sí"
"Total";1255954;1,74;19631184461;15630;"Varón";"Total";"Extranjera";"No"
"Andalucía";168797;2,18;1962937415;11629;"Varón";"Total";"Extranjera";"No"
"Aragón";52530;1,78;773380167;14723;"Varón";"Total";"Extranjera";"No"
"Asturias, Principado de";8789;1,65;128054842;14570;"Varón";"Total";"Extranjera";"No"
"Balears,Illes";50117;1,5;758080805;15126;"Varón";"Total";"Extranjera";"No"
"Canarias";44058;1,51;524402472;11903;"Varón";"Total";"Extranjera";"No"
"Cantabria";8079;1,59;110866685;13723;"Varón";"Total";"Extranjera";"No"
"Castilla y León";40810;1,65;560005083;13722;"Varón";"Total";"Extranjera";"No"
"Castilla - La Mancha";58204;2,14;732067783;12578;"Varón";"Total";"Extranjera";"No"
"Cataluña";316108;1,55;5919847268;18727;"Varón";"Total";"Extranjera";"No"
"Comunitat Valenciana";150956;1,75;2068789355;13705;"Varón";"Total";"Extranjera";"No"
"Extremadura";10258;3,41;95013461;9262;"Varón";"Total";"Extranjera";"No"
"Galicia";26047;1,59;380916211;14624;"Varón";"Total";"Extranjera";"No"
"Madrid, Comunidad de";235544;1,51;4552134508;19326;"Varón";"Total";"Extranjera";"No"
"Murcia, Región de";69850;2,11;862129450;12343;"Varón";"Total";"Extranjera";"No"
"Rioja, La";11160;1,86;153564053;13760;"Varón";"Total";"Extranjera";"No"
"Total";87412;1,4;1032983592;11817;"Varón";"Total";"Extranjera";"Sí"
"Andalucía";7244;1,35;86585908;11953;"Varón";"Total";"Extranjera";"Sí"
"Aragón";1708;1,43;24364650;14265;"Varón";"Total";"Extranjera";"Sí"
"Asturias, Principado de";875;1,41;9428299;10775;"Varón";"Total";"Extranjera";"Sí"
"Balears,Illes";7078;1,24;93268678;13177;"Varón";"Total";"Extranjera";"Sí"
"Canarias";10800;1,25;95093967;8805;"Varón";"Total";"Extranjera";"Sí"
"Cantabria";512;1,46;5862836;11451;"Varón";"Total";"Extranjera";"Sí"
"Castilla y León";1911;1,46;22638980;11847;"Varón";"Total";"Extranjera";"Sí"
"Castilla - La Mancha";1544;1,43;17636034;11422;"Varón";"Total";"Extranjera";"Sí"
"Cataluña";28521;1,35;360745496;12648;"Varón";"Total";"Extranjera";"Sí"
"Comunitat Valenciana";9543;1,86;105870387;11094;"Varón";"Total";"Extranjera";"Sí"
"Extremadura";341;1,46;3623679;10627;"Varón";"Total";"Extranjera";"Sí"
"Galicia";1831;1,48;20383454;11132;"Varón";"Total";"Extranjera";"Sí"
"Madrid, Comunidad de";13530;1,42;165938257;12264;"Varón";"Total";"Extranjera";"Sí"
"Murcia, Región de";1274;1,45;13169916;10337;"Varón";"Total";"Extranjera";"Sí"
"Rioja, La";452;1,34;6059841;13407;"Varón";"Total";"Extranjera";"Sí"
"Total";19799;1,16;28131481;1421;"Mujer";"Menor de 18 años";"Española";"Total"
"Andalucía";2588;1,22;3921724;1515;"Mujer";"Menor de 18 años";"Española";"Total"
"Aragón";697;1,11;1170149;1679;"Mujer";"Menor de 18 años";"Española";"Total"
"Asturias, Principado de";259;1,15;243640;941;"Mujer";"Menor de 18 años";"Española";"Total"
"Balears,Illes";762;1,09;1053194;1382;"Mujer";"Menor de 18 años";"Española";"Total"
"Canarias";500;1,1;704198;1408;"Mujer";"Menor de 18 años";"Española";"Total"
"Cantabria";213;1,08;269779;1267;"Mujer";"Menor de 18 años";"Española";"Total"
"Castilla y León";711;1,1;711473;1001;"Mujer";"Menor de 18 años";"Española";"Total"
"Castilla - La Mancha";1001;1,2;1125068;1124;"Mujer";"Menor de 18 años";"Española";"Total"
"Cataluña";6143;1,17;9157748;1491;"Mujer";"Menor de 18 años";"Española";"Total"
"Comunitat Valenciana";2730;1,1;3121800;1144;"Mujer";"Menor de 18 años";"Española";"Total"
"Extremadura";267;1,12;349005;1307;"Mujer";"Menor de 18 años";"Española";"Total"
"Galicia";784;1,12;1132773;1445;"Mujer";"Menor de 18 años";"Española";"Total"
"Madrid, Comunidad de";2379;1,24;4228307;1777;"Mujer";"Menor de 18 años";"Española";"Total"
"Murcia, Región de";558;1,19;723357;1296;"Mujer";"Menor de 18 años";"Española";"Total"
"Rioja, La";153;1,15;157552;1030;"Mujer";"Menor de 18 años";"Española";"Total"
"Total";2406;1,52;6583970;2736;"Mujer";"Menor de 18 años";"Extranjera";"Total"
"Andalucía";325;2;1058100;3256;"Mujer";"Menor de 18 años";"Extranjera";"Total"
"Aragón";112;1,44;384752;3435;"Mujer";"Menor de 18 años";"Extranjera";"Total"
"Asturias, Principado de";23;1,17;41366;1799;"Mujer";"Menor de 18 años";"Extranjera";"Total"
"Balears,Illes";117;1,14;295350;2524;"Mujer";"Menor de 18 años";"Extranjera";"Total"
"Canarias";87;1,13;140469;1615;"Mujer";"Menor de 18 años";"Extranjera";"Total"
"Cantabria";20;1,05;51440;2572;"Mujer";"Menor de 18 años";"Extranjera";"Total"
"Castilla y León";96;1,49;195480;2036;"Mujer";"Menor de 18 años";"Extranjera";"Total"
"Castilla - La Mancha";167;2,17;386192;2313;"Mujer";"Menor de 18 años";"Extranjera";"Total"
"Cataluña";671;1,29;1966543;2931;"Mujer";"Menor de 18 años";"Extranjera";"Total"
"Comunitat Valenciana";329;1,28;657570;1999;"Mujer";"Menor de 18 años";"Extranjera";"Total"
"Extremadura";49;5,08;97511;1990;"Mujer";"Menor de 18 años";"Extranjera";"Total"
"Galicia";51;1,35;93411;1832;"Mujer";"Menor de 18 años";"Extranjera";"Total"
"Madrid, Comunidad de";276;1,32;1033202;3743;"Mujer";"Menor de 18 años";"Extranjera";"Total"
"Murcia, Región de";63;1,16;134238;2131;"Mujer";"Menor de 18 años";"Extranjera";"Total"
"Rioja, La";17;1,29;33796;1988;"Mujer";"Menor de 18 años";"Extranjera";"Total"
"Total";22104;1,2;33831624;1531;"Mujer";"Menor de 18 años";"Total";"No"
"Andalucía";2906;1,31;4889996;1683;"Mujer";"Menor de 18 años";"Total";"No"
"Aragón";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Total";"No"
"Asturias, Principado de";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Total";"No"
"Balears,Illes";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Total";"No"
"Canarias";579;1,1;775075;1339;"Mujer";"Menor de 18 años";"Total";"No"
"Cantabria";233;1,08;321219;1379;"Mujer";"Menor de 18 años";"Total";"No"
"Castilla y León";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Total";"No"
"Castilla - La Mancha";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Total";"No"
"Cataluña";6778;1,18;10909160;1609;"Mujer";"Menor de 18 años";"Total";"No"
"Comunitat Valenciana";3044;1,12;3683142;1210;"Mujer";"Menor de 18 años";"Total";"No"
"Extremadura";316;1,74;446517;1413;"Mujer";"Menor de 18 años";"Total";"No"
"Galicia";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Total";"No"
"Madrid, Comunidad de";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Total";"No"
"Murcia, Región de";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Total";"No"
"Rioja, La";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Total";"No"
"Ceuta";16;1,06;23960;1497;"Mujer";"Menor de 18 años";"Total";"No"
"Melilla";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Total";"No"
"Total";101;1,32;883827;8751;"Mujer";"Menor de 18 años";"Total";"Sí"
"Andalucía";7;1,29;89828;12833;"Mujer";"Menor de 18 años";"Total";"Sí"
"Aragón";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Total";"Sí"
"Asturias, Principado de";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Total";"Sí"
"Balears,Illes";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Total";"Sí"
"Canarias";8;1,13;69592;8699;"Mujer";"Menor de 18 años";"Total";"Sí"
"Cantabria";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Total";"Sí"
"Castilla y León";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Total";"Sí"
"Castilla - La Mancha";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Total";"Sí"
"Cataluña";36;1,33;215131;5976;"Mujer";"Menor de 18 años";"Total";"Sí"
"Comunitat Valenciana";15;1,6;96228;6415;"Mujer";"Menor de 18 años";"Total";"Sí"
"Extremadura";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Total";"Sí"
"Galicia";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Total";"Sí"
"Madrid, Comunidad de";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Total";"Sí"
"Murcia, Región de";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Total";"Sí"
"Rioja, La";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Total";"Sí"
"Ceuta";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Total";"Sí"
"Melilla";NA;NA;NA;NA;"Mujer";"Menor de 18 años";"Total";"Sí"
"Total";775635;1,65;5418049482;6985;"Mujer";"De 18 a 25 años";"Española";"Total"
"Andalucía";142906;1,67;819799018;5737;"Mujer";"De 18 a 25 años";"Española";"Total"
"Aragón";22121;1,62;160828692;7270;"Mujer";"De 18 a 25 años";"Española";"Total"
"Asturias, Principado de";11745;1,55;78000257;6641;"Mujer";"De 18 a 25 años";"Española";"Total"
"Balears,Illes";22678;1,55;173780155;7663;"Mujer";"De 18 a 25 años";"Española";"Total"
"Canarias";32883;1,53;229251690;6972;"Mujer";"De 18 a 25 años";"Española";"Total"
"Cantabria";8716;1,59;55990237;6424;"Mujer";"De 18 a 25 años";"Española";"Total"
"Castilla y León";34335;1,65;232178772;6762;"Mujer";"De 18 a 25 años";"Española";"Total"
"Castilla - La Mancha";36353;1,65;253513569;6974;"Mujer";"De 18 a 25 años";"Española";"Total"
"Cataluña";170065;1,71;1412066863;8303;"Mujer";"De 18 a 25 años";"Española";"Total"
"Comunitat Valenciana";89848;1,66;571785467;6364;"Mujer";"De 18 a 25 años";"Española";"Total"
"Extremadura";17574;1,69;103596310;5895;"Mujer";"De 18 a 25 años";"Española";"Total"
"Galicia";35145;1,61;227896583;6484;"Mujer";"De 18 a 25 años";"Española";"Total"
"Madrid, Comunidad de";113830;1,64;868793493;7632;"Mujer";"De 18 a 25 años";"Española";"Total"
"Murcia, Región de";29508;1,66;177025223;5999;"Mujer";"De 18 a 25 años";"Española";"Total"
"Rioja, La";5004;1,62;33477001;6690;"Mujer";"De 18 a 25 años";"Española";"Total"
"Total";108735;1,73;763125625;7018;"Mujer";"De 18 a 25 años";"Extranjera";"Total"
"Andalucía";13888;1,94;85802422;6178;"Mujer";"De 18 a 25 años";"Extranjera";"Total"
"Aragón";4457;1,76;30287434;6795;"Mujer";"De 18 a 25 años";"Extranjera";"Total"
"Asturias, Principado de";921;1,61;5381494;5843;"Mujer";"De 18 a 25 años";"Extranjera";"Total"
"Balears,Illes";4469;1,5;33980466;7604;"Mujer";"De 18 a 25 años";"Extranjera";"Total"
"Canarias";4487;1,51;27876696;6213;"Mujer";"De 18 a 25 años";"Extranjera";"Total"
"Cantabria";842;1,72;4832409;5739;"Mujer";"De 18 a 25 años";"Extranjera";"Total"
"Castilla y León";4149;1,75;24514240;5908;"Mujer";"De 18 a 25 años";"Extranjera";"Total"
"Castilla - La Mancha";4919;2,09;30392821;6179;"Mujer";"De 18 a 25 años";"Extranjera";"Total"
"Cataluña";26660;1,6;226296331;8488;"Mujer";"De 18 a 25 años";"Extranjera";"Total"
"Comunitat Valenciana";13121;1,68;79517179;6060;"Mujer";"De 18 a 25 años";"Extranjera";"Total"
"Extremadura";1088;3,95;4722543;4341;"Mujer";"De 18 a 25 años";"Extranjera";"Total"
"Galicia";2626;1,71;15306568;5829;"Mujer";"De 18 a 25 años";"Extranjera";"Total"
"Madrid, Comunidad de";21174;1,63;157067318;7418;"Mujer";"De 18 a 25 años";"Extranjera";"Total"
"Murcia, Región de";4635;1,95;28686140;6189;"Mujer";"De 18 a 25 años";"Extranjera";"Total"
"Rioja, La";1058;1,81;7111717;6722;"Mujer";"De 18 a 25 años";"Extranjera";"Total"
"Total";842898;1,66;5839779582;6928;"Mujer";"De 18 a 25 años";"Total";"No"
"Andalucía";151909;1,69;865854060;5700;"Mujer";"De 18 a 25 años";"Total";"No"
"Aragón";25575;1,64;182256680;7126;"Mujer";"De 18 a 25 años";"Total";"No"
"Asturias, Principado de";11876;1,54;77203430;6501;"Mujer";"De 18 a 25 años";"Total";"No"
"Balears,Illes";25152;1,55;188873164;7509;"Mujer";"De 18 a 25 años";"Total";"No"
"Canarias";35305;1,53;242164546;6859;"Mujer";"De 18 a 25 años";"Total";"No"
"Cantabria";9266;1,6;58492724;6313;"Mujer";"De 18 a 25 años";"Total";"No"
"Castilla y León";36532;1,65;240865144;6593;"Mujer";"De 18 a 25 años";"Total";"No"
"Castilla - La Mancha";39826;1,7;271686050;6822;"Mujer";"De 18 a 25 años";"Total";"No"
"Cataluña";183902;1,69;1528193024;8310;"Mujer";"De 18 a 25 años";"Total";"No"
"Comunitat Valenciana";97530;1,63;608900200;6243;"Mujer";"De 18 a 25 años";"Total";"No"
"Extremadura";18103;1,82;103778346;5733;"Mujer";"De 18 a 25 años";"Total";"No"
"Galicia";35473;1,6;225305318;6351;"Mujer";"De 18 a 25 años";"Total";"No"
"Madrid, Comunidad de";130836;1,64;991977827;7582;"Mujer";"De 18 a 25 años";"Total";"No"
"Murcia, Región de";32908;1,7;196614782;5975;"Mujer";"De 18 a 25 años";"Total";"No"
"Rioja, La";NA;NA;NA;NA;"Mujer";"De 18 a 25 años";"Total";"No"
"Ceuta";NA;NA;NA;NA;"Mujer";"De 18 a 25 años";"Total";"No"
"Melilla";NA;NA;NA;NA;"Mujer";"De 18 a 25 años";"Total";"No"
"Total";41472;1,77;341395525;8232;"Mujer";"De 18 a 25 años";"Total";"Sí"
"Andalucía";4885;1,62;39747381;8137;"Mujer";"De 18 a 25 años";"Total";"Sí"
"Aragón";1003;1,75;8859446;8833;"Mujer";"De 18 a 25 años";"Total";"Sí"
"Asturias, Principado de";790;1,71;6178321;7821;"Mujer";"De 18 a 25 años";"Total";"Sí"
"Balears,Illes";1995;1,44;18887457;9467;"Mujer";"De 18 a 25 años";"Total";"Sí"
"Canarias";2065;1,49;14963840;7246;"Mujer";"De 18 a 25 años";"Total";"Sí"
"Cantabria";292;1,75;2329922;7979;"Mujer";"De 18 a 25 años";"Total";"Sí"
"Castilla y León";1952;1,78;15827868;8109;"Mujer";"De 18 a 25 años";"Total";"Sí"
"Castilla - La Mancha";1446;1,76;12220339;8451;"Mujer";"De 18 a 25 años";"Total";"Sí"
"Cataluña";12823;1,77;110170170;8592;"Mujer";"De 18 a 25 años";"Total";"Sí"
"Comunitat Valenciana";5439;2,17;42402446;7796;"Mujer";"De 18 a 25 años";"Total";"Sí"
"Extremadura";559;1,76;4540507;8123;"Mujer";"De 18 a 25 años";"Total";"Sí"
"Galicia";2298;1,77;17897833;7788;"Mujer";"De 18 a 25 años";"Total";"Sí"
"Madrid, Comunidad de";4168;1,71;33882984;8129;"Mujer";"De 18 a 25 años";"Total";"Sí"
"Murcia, Región de";1235;1,76;9096581;7366;"Mujer";"De 18 a 25 años";"Total";"Sí"
"Rioja, La";NA;NA;NA;NA;"Mujer";"De 18 a 25 años";"Total";"Sí"
"Ceuta";NA;NA;NA;NA;"Mujer";"De 18 a 25 años";"Total";"Sí"
"Melilla";NA;NA;NA;NA;"Mujer";"De 18 a 25 años";"Total";"Sí"
"Total";1557897;1,48;26856289623;17239;"Mujer";"De 26 a 35 años";"Española";"Total"
"Andalucía";320309;1,55;4288922148;13390;"Mujer";"De 26 a 35 años";"Española";"Total"
"Aragón";42845;1,43;778020838;18159;"Mujer";"De 26 a 35 años";"Española";"Total"
"Asturias, Principado de";28478;1,43;458305091;16093;"Mujer";"De 26 a 35 años";"Española";"Total"
"Balears,Illes";41170;1,41;731599133;17770;"Mujer";"De 26 a 35 años";"Española";"Total"
"Canarias";79699;1,4;1181729564;14827;"Mujer";"De 26 a 35 años";"Española";"Total"
"Cantabria";17897;1,43;295290317;16499;"Mujer";"De 26 a 35 años";"Española";"Total"
"Castilla y León";73848;1,49;1217975876;16493;"Mujer";"De 26 a 35 años";"Española";"Total"
"Castilla - La Mancha";72996;1,46;1150537249;15762;"Mujer";"De 26 a 35 años";"Española";"Total"
"Cataluña";255475;1,46;5330611596;20865;"Mujer";"De 26 a 35 años";"Española";"Total"
"Comunitat Valenciana";166706;1,49;2735681872;16410;"Mujer";"De 26 a 35 años";"Española";"Total"
"Extremadura";41875;1,57;530584103;12671;"Mujer";"De 26 a 35 años";"Española";"Total"
"Galicia";89531;1,46;1434214525;16019;"Mujer";"De 26 a 35 años";"Española";"Total"
"Madrid, Comunidad de";258699;1,45;5653810840;21855;"Mujer";"De 26 a 35 años";"Española";"Total"
"Murcia, Región de";52961;1,46;812226840;15336;"Mujer";"De 26 a 35 años";"Española";"Total"
"Rioja, La";9358;1,46;159365217;17030;"Mujer";"De 26 a 35 años";"Española";"Total"
"Total";285631;1,56;3502307519;12262;"Mujer";"De 26 a 35 años";"Extranjera";"Total"
"Andalucía";33760;1,69;310940541;9210;"Mujer";"De 26 a 35 años";"Extranjera";"Total"
"Aragón";9621;1,58;98768850;10266;"Mujer";"De 26 a 35 años";"Extranjera";"Total"
"Asturias, Principado de";2444;1,52;24182221;9895;"Mujer";"De 26 a 35 años";"Extranjera";"Total"
"Balears,Illes";12351;1,42;144216258;11676;"Mujer";"De 26 a 35 años";"Extranjera";"Total"
"Canarias";13419;1,44;130548333;9729;"Mujer";"De 26 a 35 años";"Extranjera";"Total"
"Cantabria";1852;1,57;17459665;9427;"Mujer";"De 26 a 35 años";"Extranjera";"Total"
"Castilla y León";8637;1,63;85018246;9843;"Mujer";"De 26 a 35 años";"Extranjera";"Total"
"Castilla - La Mancha";9832;1,81;93160783;9475;"Mujer";"De 26 a 35 años";"Extranjera";"Total"
"Cataluña";77851;1,46;1194695129;15346;"Mujer";"De 26 a 35 años";"Extranjera";"Total"
"Comunitat Valenciana";30725;1,57;315372295;10264;"Mujer";"De 26 a 35 años";"Extranjera";"Total"
"Extremadura";2208;2,88;14512629;6573;"Mujer";"De 26 a 35 años";"Extranjera";"Total"
"Galicia";6729;1,55;67783851;10073;"Mujer";"De 26 a 35 años";"Extranjera";"Total"
"Madrid, Comunidad de";64465;1,51;899914050;13960;"Mujer";"De 26 a 35 años";"Extranjera";"Total"
"Murcia, Región de";9199;1,81;81832179;8896;"Mujer";"De 26 a 35 años";"Extranjera";"Total"
"Rioja, La";2034;1,61;19430108;9553;"Mujer";"De 26 a 35 años";"Extranjera";"Total"
"Total";1705291;1,49;28808873009;16894;"Mujer";"De 26 a 35 años";"Total";"No"
"Andalucía";330739;1,58;4354316126;13165;"Mujer";"De 26 a 35 años";"Total";"No"
"Aragón";49171;1,46;836844311;17019;"Mujer";"De 26 a 35 años";"Total";"No"
"Asturias, Principado de";27966;1,44;452054474;16164;"Mujer";"De 26 a 35 años";"Total";"No"
"Balears,Illes";44959;1,44;769800551;17122;"Mujer";"De 26 a 35 años";"Total";"No"
"Canarias";82181;1,42;1210521187;14730;"Mujer";"De 26 a 35 años";"Total";"No"
"Cantabria";18527;1,45;299962362;16191;"Mujer";"De 26 a 35 años";"Total";"No"
"Castilla y León";75640;1,51;1227253688;16225;"Mujer";"De 26 a 35 años";"Total";"No"
"Castilla - La Mancha";77663;1,5;1188224301;15300;"Mujer";"De 26 a 35 años";"Total";"No"
"Cataluña";305526;1,46;6179252749;20225;"Mujer";"De 26 a 35 años";"Total";"No"
"Comunitat Valenciana";182448;1,47;2886872504;15823;"Mujer";"De 26 a 35 años";"Total";"No"
"Extremadura";41380;1,65;518608119;12533;"Mujer";"De 26 a 35 años";"Total";"No"
"Galicia";87921;1,47;1412598613;16067;"Mujer";"De 26 a 35 años";"Total";"No"
"Madrid, Comunidad de";305618;1,46;6344056909;20758;"Mujer";"De 26 a 35 años";"Total";"No"
"Murcia, Región de";59137;1,51;865032980;14628;"Mujer";"De 26 a 35 años";"Total";"No"
"Rioja, La";10096;1,49;163800507;16224;"Mujer";"De 26 a 35 años";"Total";"No"
"Ceuta";3037;1,4;46012829;15151;"Mujer";"De 26 a 35 años";"Total";"No"
"Melilla";3282;1,38;53660799;16350;"Mujer";"De 26 a 35 años";"Total";"No"
"Total";138237;1,46;1549724133;11211;"Mujer";"De 26 a 35 años";"Total";"Sí"
"Andalucía";23330;1,39;245546563;10525;"Mujer";"De 26 a 35 años";"Total";"Sí"
"Aragón";3295;1,43;39945378;12123;"Mujer";"De 26 a 35 años";"Total";"Sí"
"Asturias, Principado de";2956;1,45;30432838;10295;"Mujer";"De 26 a 35 años";"Total";"Sí"
"Balears,Illes";8562;1,28;106014840;12382;"Mujer";"De 26 a 35 años";"Total";"Sí"
"Canarias";10937;1,29;101756710;9304;"Mujer";"De 26 a 35 años";"Total";"Sí"
"Cantabria";1222;1,37;12787620;10465;"Mujer";"De 26 a 35 años";"Total";"Sí"
"Castilla y León";6845;1,5;75740434;11065;"Mujer";"De 26 a 35 años";"Total";"Sí"
"Castilla - La Mancha";5165;1,46;55473731;10740;"Mujer";"De 26 a 35 años";"Total";"Sí"
"Cataluña";27800;1,45;346053976;12448;"Mujer";"De 26 a 35 años";"Total";"Sí"
"Comunitat Valenciana";14983;1,87;164181663;10958;"Mujer";"De 26 a 35 años";"Total";"Sí"
"Extremadura";2703;1,43;26488613;9800;"Mujer";"De 26 a 35 años";"Total";"Sí"
"Galicia";8339;1,46;89399763;10721;"Mujer";"De 26 a 35 años";"Total";"Sí"
"Madrid, Comunidad de";17546;1,46;209667981;11950;"Mujer";"De 26 a 35 años";"Total";"Sí"
"Murcia, Región de";3023;1,5;29026039;9602;"Mujer";"De 26 a 35 años";"Total";"Sí"
"Rioja, La";1296;1,45;14994818;11570;"Mujer";"De 26 a 35 años";"Total";"Sí"
"Ceuta";86;1,31;822391;9563;"Mujer";"De 26 a 35 años";"Total";"Sí"
"Melilla";149;1,32;1390774;9334;"Mujer";"De 26 a 35 años";"Total";"Sí"
"Total";2090766;1,27;44737181732;21398;"Mujer";"De 36 a 45 años";"Española";"Total"
"Andalucía";399536;1,35;6788797284;16992;"Mujer";"De 36 a 45 años";"Española";"Total"
"Aragón";60035;1,24;1291705936;21516;"Mujer";"De 36 a 45 años";"Española";"Total"
"Asturias, Principado de";47801;1,24;940208049;19669;"Mujer";"De 36 a 45 años";"Española";"Total"
"Balears,Illes";52427;1,22;1119007022;21344;"Mujer";"De 36 a 45 años";"Española";"Total"
"Canarias";101052;1,23;1872429521;18529;"Mujer";"De 36 a 45 años";"Española";"Total"
"Cantabria";28763;1,24;566551578;19697;"Mujer";"De 36 a 45 años";"Española";"Total"
"Castilla y León";107755;1,26;2125095123;19722;"Mujer";"De 36 a 45 años";"Española";"Total"
"Castilla - La Mancha";94147;1,25;1844857061;19595;"Mujer";"De 36 a 45 años";"Española";"Total"
"Cataluña";356124;1,25;9019143357;25326;"Mujer";"De 36 a 45 años";"Española";"Total"
"Comunitat Valenciana";230476;1,29;4603142597;19972;"Mujer";"De 36 a 45 años";"Española";"Total"
"Extremadura";49508;1,35;813477938;16431;"Mujer";"De 36 a 45 años";"Española";"Total"
"Galicia";136894;1,25;2656081238;19402;"Mujer";"De 36 a 45 años";"Española";"Total"
"Madrid, Comunidad de";338444;1,23;9348167349;27621;"Mujer";"De 36 a 45 años";"Española";"Total"
"Murcia, Región de";67586;1,26;1314113116;19444;"Mujer";"De 36 a 45 años";"Española";"Total"
"Rioja, La";14002;1,24;291516269;20820;"Mujer";"De 36 a 45 años";"Española";"Total"
"Total";303690;1,49;3956413429;13028;"Mujer";"De 36 a 45 años";"Extranjera";"Total"
"Andalucía";41278;1,63;405942267;9834;"Mujer";"De 36 a 45 años";"Extranjera";"Total"
"Aragón";11526;1,53;126174101;10947;"Mujer";"De 36 a 45 años";"Extranjera";"Total"
"Asturias, Principado de";2457;1,39;26239452;10679;"Mujer";"De 36 a 45 años";"Extranjera";"Total"
"Balears,Illes";13932;1,31;181672520;13040;"Mujer";"De 36 a 45 años";"Extranjera";"Total"
"Canarias";14453;1,34;154120245;10664;"Mujer";"De 36 a 45 años";"Extranjera";"Total"
"Cantabria";2166;1,52;21988851;10152;"Mujer";"De 36 a 45 años";"Extranjera";"Total"
"Castilla y León";9858;1,54;104029605;10553;"Mujer";"De 36 a 45 años";"Extranjera";"Total"
"Castilla - La Mancha";12923;1,68;137522860;10642;"Mujer";"De 36 a 45 años";"Extranjera";"Total"
"Cataluña";74429;1,4;1205028062;16190;"Mujer";"De 36 a 45 años";"Extranjera";"Total"
"Comunitat Valenciana";35994;1,5;399809614;11108;"Mujer";"De 36 a 45 años";"Extranjera";"Total"
"Extremadura";2352;2,58;17881652;7603;"Mujer";"De 36 a 45 años";"Extranjera";"Total"
"Galicia";6583;1,48;72019370;10940;"Mujer";"De 36 a 45 años";"Extranjera";"Total"
"Madrid, Comunidad de";60217;1,4;949175897;15763;"Mujer";"De 36 a 45 años";"Extranjera";"Total"
"Murcia, Región de";12390;1,75;122701317;9903;"Mujer";"De 36 a 45 años";"Extranjera";"Total"
"Rioja, La";2444;1,53;25788485;10552;"Mujer";"De 36 a 45 años";"Extranjera";"Total"
"Total";2214673;1,3;46499415045;20996;"Mujer";"De 36 a 45 años";"Total";"No"
"Andalucía";411486;1,39;6865449865;16685;"Mujer";"De 36 a 45 años";"Total";"No"
"Aragón";66928;1,28;1357334007;20281;"Mujer";"De 36 a 45 años";"Total";"No"
"Asturias, Principado de";45512;1,25;913513507;20072;"Mujer";"De 36 a 45 años";"Total";"No"
"Balears,Illes";54969;1,26;1152552062;20967;"Mujer";"De 36 a 45 años";"Total";"No"
"Canarias";100579;1,25;1880529622;18697;"Mujer";"De 36 a 45 años";"Total";"No"
"Cantabria";28830;1,26;563665179;19551;"Mujer";"De 36 a 45 años";"Total";"No"
"Castilla y León";108235;1,29;2120473386;19591;"Mujer";"De 36 a 45 años";"Total";"No"
