"Espacio";"Asalariados";"Percepciones  por persona";"Salarios";"Salario  Medio Anual";"sexo";"edad";"nacionalidad";"erte"
"Castilla - La Mancha";101169;1,3;1915541849;18934;"Mujer";"De 36 a 45 años";"Total";"No"
"Cataluña";396099;1,28;9746013847;24605;"Mujer";"De 36 a 45 años";"Total";"No"
"Comunitat Valenciana";246437;1,29;4763838916;19331;"Mujer";"De 36 a 45 años";"Total";"No"
"Extremadura";49295;1,42;805502379;16340;"Mujer";"De 36 a 45 años";"Total";"No"
"Galicia";132174;1,27;2593907470;19625;"Mujer";"De 36 a 45 años";"Total";"No"
"Madrid, Comunidad de";374862;1,26;9972797181;26604;"Mujer";"De 36 a 45 años";"Total";"No"
"Murcia, Región de";76636;1,34;1404561180;18328;"Mujer";"De 36 a 45 años";"Total";"No"
"Rioja, La";14781;1,28;296784363;20079;"Mujer";"De 36 a 45 años";"Total";"No"
"Ceuta";3368;1,22;72409322;21499;"Mujer";"De 36 a 45 años";"Total";"No"
"Melilla";3313;1,25;74540908;22500;"Mujer";"De 36 a 45 años";"Total";"No"
"Total";179783;1,27;2194180117;12205;"Mujer";"De 36 a 45 años";"Total";"Sí"
"Andalucía";29328;1,2;329289686;11228;"Mujer";"De 36 a 45 años";"Total";"Sí"
"Aragón";4633;1,26;60546030;13068;"Mujer";"De 36 a 45 años";"Total";"Sí"
"Asturias, Principado de";4746;1,24;52933994;11153;"Mujer";"De 36 a 45 años";"Total";"Sí"
"Balears,Illes";11390;1,16;148127480;13005;"Mujer";"De 36 a 45 años";"Total";"Sí"
"Canarias";14926;1,18;146020145;9783;"Mujer";"De 36 a 45 años";"Total";"Sí"
"Cantabria";2099;1,21;24875250;11851;"Mujer";"De 36 a 45 años";"Total";"Sí"
"Castilla y León";9378;1,26;108651341;11586;"Mujer";"De 36 a 45 años";"Total";"Sí"
"Castilla - La Mancha";5901;1,26;66838073;11327;"Mujer";"De 36 a 45 años";"Total";"Sí"
"Cataluña";34454;1,24;478157572;13878;"Mujer";"De 36 a 45 años";"Total";"Sí"
"Comunitat Valenciana";20033;1,65;239113296;11936;"Mujer";"De 36 a 45 años";"Total";"Sí"
"Extremadura";2565;1,26;25857210;10081;"Mujer";"De 36 a 45 años";"Total";"Sí"
"Galicia";11303;1,25;134193138;11872;"Mujer";"De 36 a 45 años";"Total";"Sí"
"Madrid, Comunidad de";23799;1,22;324546065;13637;"Mujer";"De 36 a 45 años";"Total";"Sí"
"Murcia, Región de";3340;1,27;32253253;9657;"Mujer";"De 36 a 45 años";"Total";"Sí"
"Rioja, La";1665;1,25;20520390;12325;"Mujer";"De 36 a 45 años";"Total";"Sí"
"Ceuta";94;1,29;907697;9656;"Mujer";"De 36 a 45 años";"Total";"Sí"
"Melilla";129;1,26;1349498;10461;"Mujer";"De 36 a 45 años";"Total";"Sí"
"Total";2120164;1,22;49347587070;23275;"Mujer";"De 46 a 55 años";"Española";"Total"
"Andalucía";372520;1,31;6844137701;18373;"Mujer";"De 46 a 55 años";"Española";"Total"
"Aragón";66710;1,21;1532758572;22976;"Mujer";"De 46 a 55 años";"Española";"Total"
"Asturias, Principado de";49754;1,19;1096958509;22048;"Mujer";"De 46 a 55 años";"Española";"Total"
"Balears,Illes";52286;1,16;1208511769;23113;"Mujer";"De 46 a 55 años";"Española";"Total"
"Canarias";102486;1,16;2107184188;20561;"Mujer";"De 46 a 55 años";"Española";"Total"
"Cantabria";28065;1,21;600927116;21412;"Mujer";"De 46 a 55 años";"Española";"Total"
"Castilla y León";118086;1,23;2510172825;21257;"Mujer";"De 46 a 55 años";"Española";"Total"
"Castilla - La Mancha";89445;1,21;1842030875;20594;"Mujer";"De 46 a 55 años";"Española";"Total"
"Cataluña";386470;1,21;10318337937;26699;"Mujer";"De 46 a 55 años";"Española";"Total"
"Comunitat Valenciana";232947;1,23;4931126563;21168;"Mujer";"De 46 a 55 años";"Española";"Total"
"Extremadura";50547;1,31;884019859;17489;"Mujer";"De 46 a 55 años";"Española";"Total"
"Galicia";133651;1,21;2868151546;21460;"Mujer";"De 46 a 55 años";"Española";"Total"
"Madrid, Comunidad de";353434;1,19;10811549523;30590;"Mujer";"De 46 a 55 años";"Española";"Total"
"Murcia, Región de";63211;1,21;1315088944;20805;"Mujer";"De 46 a 55 años";"Española";"Total"
"Rioja, La";14913;1,22;328533483;22030;"Mujer";"De 46 a 55 años";"Española";"Total"
"Total";180230;1,44;2193575251;12171;"Mujer";"De 46 a 55 años";"Extranjera";"Total"
"Andalucía";27134;1,57;259659953;9570;"Mujer";"De 46 a 55 años";"Extranjera";"Total"
"Aragón";7576;1,49;79527803;10497;"Mujer";"De 46 a 55 años";"Extranjera";"Total"
"Asturias, Principado de";1371;1,37;13620147;9934;"Mujer";"De 46 a 55 años";"Extranjera";"Total"
"Balears,Illes";8463;1,25;114818841;13567;"Mujer";"De 46 a 55 años";"Extranjera";"Total"
"Canarias";9826;1,28;104164846;10601;"Mujer";"De 46 a 55 años";"Extranjera";"Total"
"Cantabria";1242;1,43;12033379;9689;"Mujer";"De 46 a 55 años";"Extranjera";"Total"
"Castilla y León";6182;1,47;59056392;9553;"Mujer";"De 46 a 55 años";"Extranjera";"Total"
"Castilla - La Mancha";7542;1,63;75166406;9966;"Mujer";"De 46 a 55 años";"Extranjera";"Total"
"Cataluña";39240;1,36;587598942;14974;"Mujer";"De 46 a 55 años";"Extranjera";"Total"
"Comunitat Valenciana";23513;1,45;246686199;10491;"Mujer";"De 46 a 55 años";"Extranjera";"Total"
"Extremadura";1525;2,32;9831785;6447;"Mujer";"De 46 a 55 años";"Extranjera";"Total"
"Galicia";3615;1,42;35761729;9893;"Mujer";"De 46 a 55 años";"Extranjera";"Total"
"Madrid, Comunidad de";33648;1,36;504953902;15007;"Mujer";"De 46 a 55 años";"Extranjera";"Total"
"Murcia, Región de";7487;1,72;72062827;9625;"Mujer";"De 46 a 55 años";"Extranjera";"Total"
"Rioja, La";1460;1,41;15309703;10486;"Mujer";"De 46 a 55 años";"Extranjera";"Total"
"Total";2143769;1,24;49535701259;23107;"Mujer";"De 46 a 55 años";"Total";"No"
"Andalucía";378333;1,33;6858458534;18128;"Mujer";"De 46 a 55 años";"Total";"No"
"Aragón";70078;1,24;1556753867;22215;"Mujer";"De 46 a 55 años";"Total";"No"
"Asturias, Principado de";46994;1,19;1061618567;22591;"Mujer";"De 46 a 55 años";"Total";"No"
"Balears,Illes";50803;1,18;1193430766;23491;"Mujer";"De 46 a 55 años";"Total";"No"
"Canarias";97078;1,18;2059897366;21219;"Mujer";"De 46 a 55 años";"Total";"No"
"Cantabria";27322;1,23;587684532;21510;"Mujer";"De 46 a 55 años";"Total";"No"
"Castilla y León";116054;1,24;2471581444;21297;"Mujer";"De 46 a 55 años";"Total";"No"
"Castilla - La Mancha";92034;1,24;1861027163;20221;"Mujer";"De 46 a 55 años";"Total";"No"
"Cataluña";393894;1,22;10433250247;26487;"Mujer";"De 46 a 55 años";"Total";"No"
"Comunitat Valenciana";239434;1,23;4969767672;20756;"Mujer";"De 46 a 55 años";"Total";"No"
"Extremadura";50219;1,34;873914654;17402;"Mujer";"De 46 a 55 años";"Total";"No"
"Galicia";128099;1,21;2792641476;21801;"Mujer";"De 46 a 55 años";"Total";"No"
"Madrid, Comunidad de";364727;1,21;10981511937;30109;"Mujer";"De 46 a 55 años";"Total";"No"
"Murcia, Región de";67941;1,27;1360278007;20021;"Mujer";"De 46 a 55 años";"Total";"No"
"Rioja, La";14883;1,24;324277647;21788;"Mujer";"De 46 a 55 años";"Total";"No"
"Ceuta";2990;1,17;74444665;24898;"Mujer";"De 46 a 55 años";"Total";"No"
"Melilla";2886;1,18;75162717;26044;"Mujer";"De 46 a 55 años";"Total";"No"
"Total";156625;1,22;2005461061;12804;"Mujer";"De 46 a 55 años";"Total";"Sí"
"Andalucía";21321;1,16;245339121;11507;"Mujer";"De 46 a 55 años";"Total";"Sí"
"Aragón";4208;1,23;55532508;13197;"Mujer";"De 46 a 55 años";"Total";"Sí"
"Asturias, Principado de";4131;1,2;48960089;11852;"Mujer";"De 46 a 55 años";"Total";"Sí"
"Balears,Illes";9946;1,13;129899844;13061;"Mujer";"De 46 a 55 años";"Total";"Sí"
"Canarias";15234;1,12;151451669;9942;"Mujer";"De 46 a 55 años";"Total";"Sí"
"Cantabria";1985;1,16;25275963;12733;"Mujer";"De 46 a 55 años";"Total";"Sí"
"Castilla y León";8214;1,23;97647773;11888;"Mujer";"De 46 a 55 años";"Total";"Sí"
"Castilla - La Mancha";4953;1,21;56170118;11341;"Mujer";"De 46 a 55 años";"Total";"Sí"
"Cataluña";31816;1,19;472686633;14857;"Mujer";"De 46 a 55 años";"Total";"Sí"
"Comunitat Valenciana";17026;1,6;208045090;12219;"Mujer";"De 46 a 55 años";"Total";"Sí"
"Extremadura";1853;1,21;19936991;10759;"Mujer";"De 46 a 55 años";"Total";"Sí"
"Galicia";9167;1,19;111271799;12138;"Mujer";"De 46 a 55 años";"Total";"Sí"
"Madrid, Comunidad de";22355;1,18;334991488;14985;"Mujer";"De 46 a 55 años";"Total";"Sí"
"Murcia, Región de";2757;1,23;26873765;9747;"Mujer";"De 46 a 55 años";"Total";"Sí"
"Rioja, La";1490;1,22;19565539;13131;"Mujer";"De 46 a 55 años";"Total";"Sí"
"Ceuta";68;1,15;654621;9627;"Mujer";"De 46 a 55 años";"Total";"Sí"
"Melilla";101;1,13;1158051;11466;"Mujer";"De 46 a 55 años";"Total";"Sí"
"Total";1278469;1,14;29988214022;23456;"Mujer";"De 56 a 65 años";"Española";"Total"
"Andalucía";212667;1,17;4251111394;19990;"Mujer";"De 56 a 65 años";"Española";"Total"
"Aragón";44350;1,14;1016457171;22919;"Mujer";"De 56 a 65 años";"Española";"Total"
"Asturias, Principado de";32535;1,12;778365171;23924;"Mujer";"De 56 a 65 años";"Española";"Total"
"Balears,Illes";31532;1,09;694306022;22019;"Mujer";"De 56 a 65 años";"Española";"Total"
"Canarias";52483;1,1;1183056837;22542;"Mujer";"De 56 a 65 años";"Española";"Total"
"Cantabria";17926;1,14;403500683;22509;"Mujer";"De 56 a 65 años";"Española";"Total"
"Castilla y León";83118;1,15;1863741017;22423;"Mujer";"De 56 a 65 años";"Española";"Total"
"Castilla - La Mancha";51521;1,13;1086949028;21097;"Mujer";"De 56 a 65 años";"Española";"Total"
"Cataluña";239572;1,14;5935371622;24775;"Mujer";"De 56 a 65 años";"Española";"Total"
"Comunitat Valenciana";136563;1,15;2984948833;21858;"Mujer";"De 56 a 65 años";"Española";"Total"
"Extremadura";31286;1,18;593253711;18962;"Mujer";"De 56 a 65 años";"Española";"Total"
"Galicia";78099;1,14;1810412968;23181;"Mujer";"De 56 a 65 años";"Española";"Total"
"Madrid, Comunidad de";217891;1,13;6250534278;28687;"Mujer";"De 56 a 65 años";"Española";"Total"
"Murcia, Región de";35272;1,12;804185246;22800;"Mujer";"De 56 a 65 años";"Española";"Total"
"Rioja, La";9876;1,13;217977582;22071;"Mujer";"De 56 a 65 años";"Española";"Total"
"Total";56910;1,31;674199348;11847;"Mujer";"De 56 a 65 años";"Extranjera";"Total"
"Andalucía";8110;1,35;83462466;10291;"Mujer";"De 56 a 65 años";"Extranjera";"Total"
"Aragón";2004;1,38;18764996;9364;"Mujer";"De 56 a 65 años";"Extranjera";"Total"
"Asturias, Principado de";415;1,33;4020402;9688;"Mujer";"De 56 a 65 años";"Extranjera";"Total"
"Balears,Illes";3438;1,17;47744975;13887;"Mujer";"De 56 a 65 años";"Extranjera";"Total"
"Canarias";3885;1,18;39376730;10136;"Mujer";"De 56 a 65 años";"Extranjera";"Total"
"Cantabria";358;1,3;3266127;9123;"Mujer";"De 56 a 65 años";"Extranjera";"Total"
"Castilla y León";1798;1,35;17041327;9478;"Mujer";"De 56 a 65 años";"Extranjera";"Total"
"Castilla - La Mancha";1891;1,42;17731006;9377;"Mujer";"De 56 a 65 años";"Extranjera";"Total"
"Cataluña";11510;1,3;160182273;13917;"Mujer";"De 56 a 65 años";"Extranjera";"Total"
"Comunitat Valenciana";8079;1,33;81104112;10039;"Mujer";"De 56 a 65 años";"Extranjera";"Total"
"Extremadura";497;1,76;3498379;7039;"Mujer";"De 56 a 65 años";"Extranjera";"Total"
"Galicia";1050;1,28;10629279;10123;"Mujer";"De 56 a 65 años";"Extranjera";"Total"
"Madrid, Comunidad de";11108;1,28;161900247;14575;"Mujer";"De 56 a 65 años";"Extranjera";"Total"
"Murcia, Región de";2228;1,55;20311793;9117;"Mujer";"De 56 a 65 años";"Extranjera";"Total"
"Rioja, La";412;1,25;4037383;9799;"Mujer";"De 56 a 65 años";"Extranjera";"Total"
"Total";1260036;1,15;29804161486;23653;"Mujer";"De 56 a 65 años";"Total";"No"
"Andalucía";211576;1,18;4234968991;20016;"Mujer";"De 56 a 65 años";"Total";"No"
"Aragón";44328;1,15;1012125677;22833;"Mujer";"De 56 a 65 años";"Total";"No"
"Asturias, Principado de";31028;1,12;762344650;24570;"Mujer";"De 56 a 65 años";"Total";"No"
"Balears,Illes";29242;1,11;676192381;23124;"Mujer";"De 56 a 65 años";"Total";"No"
"Canarias";49812;1,11;1161942038;23327;"Mujer";"De 56 a 65 años";"Total";"No"
"Cantabria";17321;1,15;396003535;22863;"Mujer";"De 56 a 65 años";"Total";"No"
"Castilla y León";80759;1,15;1836797891;22744;"Mujer";"De 56 a 65 años";"Total";"No"
"Castilla - La Mancha";51174;1,13;1082206449;21148;"Mujer";"De 56 a 65 años";"Total";"No"
"Cataluña";235579;1,15;5896213315;25029;"Mujer";"De 56 a 65 años";"Total";"No"
"Comunitat Valenciana";136304;1,14;2974716537;21824;"Mujer";"De 56 a 65 años";"Total";"No"
"Extremadura";30980;1,19;588942264;19010;"Mujer";"De 56 a 65 años";"Total";"No"
"Galicia";74853;1,15;1773939253;23699;"Mujer";"De 56 a 65 años";"Total";"No"
"Madrid, Comunidad de";217569;1,14;6268775306;28813;"Mujer";"De 56 a 65 años";"Total";"No"
"Murcia, Región de";36153;1,15;812260912;22467;"Mujer";"De 56 a 65 años";"Total";"No"
"Rioja, La";9514;1,13;212325993;22317;"Mujer";"De 56 a 65 años";"Total";"No"
"Ceuta";2076;1,09;60077673;28939;"Mujer";"De 56 a 65 años";"Total";"No"
"Melilla";1768;1,12;54328622;30729;"Mujer";"De 56 a 65 años";"Total";"No"
"Total";75343;1,17;858251884;11391;"Mujer";"De 56 a 65 años";"Total";"Sí"
"Andalucía";9201;1,09;99604869;10825;"Mujer";"De 56 a 65 años";"Total";"Sí"
"Aragón";2026;1,15;23096489;11400;"Mujer";"De 56 a 65 años";"Total";"Sí"
"Asturias, Principado de";1922;1,15;20040924;10427;"Mujer";"De 56 a 65 años";"Total";"Sí"
"Balears,Illes";5728;1,07;65858616;11498;"Mujer";"De 56 a 65 años";"Total";"Sí"
"Canarias";6556;1,08;60491529;9227;"Mujer";"De 56 a 65 años";"Total";"Sí"
"Cantabria";963;1,11;10763275;11177;"Mujer";"De 56 a 65 años";"Total";"Sí"
"Castilla y León";4157;1,15;43984454;10581;"Mujer";"De 56 a 65 años";"Total";"Sí"
"Castilla - La Mancha";2238;1,16;22473585;10042;"Mujer";"De 56 a 65 años";"Total";"Sí"
"Cataluña";15503;1,12;199340580;12858;"Mujer";"De 56 a 65 años";"Total";"Sí"
"Comunitat Valenciana";8338;1,55;91336408;10954;"Mujer";"De 56 a 65 años";"Total";"Sí"
"Extremadura";803;1,15;7809826;9726;"Mujer";"De 56 a 65 años";"Total";"Sí"
"Galicia";4296;1,13;47102995;10964;"Mujer";"De 56 a 65 años";"Total";"Sí"
"Madrid, Comunidad de";11430;1,16;143659219;12569;"Mujer";"De 56 a 65 años";"Total";"Sí"
"Murcia, Región de";1347;1,15;12236128;9084;"Mujer";"De 56 a 65 años";"Total";"Sí"
"Rioja, La";774;1,12;9688971;12518;"Mujer";"De 56 a 65 años";"Total";"Sí"
"Ceuta";22;1;208826;9492;"Mujer";"De 56 a 65 años";"Total";"Sí"
"Melilla";39;1,28;555189;14236;"Mujer";"De 56 a 65 años";"Total";"Sí"
"Total";92415;1,07;1242031068;13440;"Mujer";"Mayor de 65 años";"Española";"Total"
"Andalucía";13183;1,06;144655919;10973;"Mujer";"Mayor de 65 años";"Española";"Total"
"Aragón";2536;1,08;36654014;14453;"Mujer";"Mayor de 65 años";"Española";"Total"
"Asturias, Principado de";1974;1,08;31037344;15723;"Mujer";"Mayor de 65 años";"Española";"Total"
"Balears,Illes";1908;1,08;27755254;14547;"Mujer";"Mayor de 65 años";"Española";"Total"
"Canarias";3493;1,06;52097962;14915;"Mujer";"Mayor de 65 años";"Española";"Total"
"Cantabria";1025;1,07;12462368;12158;"Mujer";"Mayor de 65 años";"Española";"Total"
"Castilla y León";4967;1,07;65044571;13095;"Mujer";"Mayor de 65 años";"Española";"Total"
"Castilla - La Mancha";3479;1,05;31456872;9042;"Mujer";"Mayor de 65 años";"Española";"Total"
"Cataluña";26451;1,07;286432114;10829;"Mujer";"Mayor de 65 años";"Española";"Total"
"Comunitat Valenciana";7893;1,09;104637980;13257;"Mujer";"Mayor de 65 años";"Española";"Total"
"Extremadura";1722;1,07;16272165;9450;"Mujer";"Mayor de 65 años";"Española";"Total"
"Galicia";5146;1,08;89497229;17392;"Mujer";"Mayor de 65 años";"Española";"Total"
"Madrid, Comunidad de";15600;1,1;298754294;19151;"Mujer";"Mayor de 65 años";"Española";"Total"
"Murcia, Región de";2104;1,06;31398039;14923;"Mujer";"Mayor de 65 años";"Española";"Total"
"Rioja, La";609;1,06;7037190;11555;"Mujer";"Mayor de 65 años";"Española";"Total"
"Total";4511;1,15;49467007;10966;"Mujer";"Mayor de 65 años";"Extranjera";"Total"
"Andalucía";578;1,16;6944417;12015;"Mujer";"Mayor de 65 años";"Extranjera";"Total"
"Aragón";86;1,27;814475;9471;"Mujer";"Mayor de 65 años";"Extranjera";"Total"
"Asturias, Principado de";26;1,12;180078;6926;"Mujer";"Mayor de 65 años";"Extranjera";"Total"
"Balears,Illes";389;1,08;5418459;13929;"Mujer";"Mayor de 65 años";"Extranjera";"Total"
"Canarias";405;1,08;4024117;9936;"Mujer";"Mayor de 65 años";"Extranjera";"Total"
"Cantabria";31;1;322074;10389;"Mujer";"Mayor de 65 años";"Extranjera";"Total"
"Castilla y León";108;1,17;730480;6764;"Mujer";"Mayor de 65 años";"Extranjera";"Total"
"Castilla - La Mancha";99;1,24;700475;7076;"Mujer";"Mayor de 65 años";"Extranjera";"Total"
"Cataluña";902;1,16;11669157;12937;"Mujer";"Mayor de 65 años";"Extranjera";"Total"
"Comunitat Valenciana";627;1,15;5292752;8441;"Mujer";"Mayor de 65 años";"Extranjera";"Total"
"Extremadura";45;1,44;178963;3977;"Mujer";"Mayor de 65 años";"Extranjera";"Total"
"Galicia";87;1,13;786111;9036;"Mujer";"Mayor de 65 años";"Extranjera";"Total"
"Madrid, Comunidad de";960;1,17;11199135;11666;"Mujer";"Mayor de 65 años";"Extranjera";"Total"
"Murcia, Región de";132;1,17;971952;7363;"Mujer";"Mayor de 65 años";"Extranjera";"Total"
"Rioja, La";22;1,18;130987;5954;"Mujer";"Mayor de 65 años";"Extranjera";"Total"
"Total";93735;1,08;1268106271;13529;"Mujer";"Mayor de 65 años";"Total";"No"
"Andalucía";13382;1,06;148847011;11123;"Mujer";"Mayor de 65 años";"Total";"No"
"Aragón";NA;NA;NA;NA;"Mujer";"Mayor de 65 años";"Total";"No"
"Asturias, Principado de";NA;NA;NA;NA;"Mujer";"Mayor de 65 años";"Total";"No"
"Balears,Illes";NA;NA;NA;NA;"Mujer";"Mayor de 65 años";"Total";"No"
"Canarias";3573;1,06;54076556;15135;"Mujer";"Mayor de 65 años";"Total";"No"
"Cantabria";1015;1,07;12539422;12354;"Mujer";"Mayor de 65 años";"Total";"No"
"Castilla y León";NA;NA;NA;NA;"Mujer";"Mayor de 65 años";"Total";"No"
"Castilla - La Mancha";NA;NA;NA;NA;"Mujer";"Mayor de 65 años";"Total";"No"
"Cataluña";26734;1,07;292682401;10948;"Mujer";"Mayor de 65 años";"Total";"No"
"Comunitat Valenciana";8160;1,07;107700320;13199;"Mujer";"Mayor de 65 años";"Total";"No"
"Extremadura";1722;1,08;16143430;9375;"Mujer";"Mayor de 65 años";"Total";"No"
"Galicia";NA;NA;NA;NA;"Mujer";"Mayor de 65 años";"Total";"No"
"Madrid, Comunidad de";NA;NA;NA;NA;"Mujer";"Mayor de 65 años";"Total";"No"
"Murcia, Región de";NA;NA;NA;NA;"Mujer";"Mayor de 65 años";"Total";"No"
"Rioja, La";NA;NA;NA;NA;"Mujer";"Mayor de 65 años";"Total";"No"
"Ceuta";NA;NA;NA;NA;"Mujer";"Mayor de 65 años";"Total";"No"
"Melilla";NA;NA;NA;NA;"Mujer";"Mayor de 65 años";"Total";"No"
"Total";3191;1,14;23391803;7331;"Mujer";"Mayor de 65 años";"Total";"Sí"
"Andalucía";379;1,06;2753325;7265;"Mujer";"Mayor de 65 años";"Total";"Sí"
"Aragón";NA;NA;NA;NA;"Mujer";"Mayor de 65 años";"Total";"Sí"
"Asturias, Principado de";NA;NA;NA;NA;"Mujer";"Mayor de 65 años";"Total";"Sí"
"Balears,Illes";NA;NA;NA;NA;"Mujer";"Mayor de 65 años";"Total";"Sí"
"Canarias";325;1,03;2045523;6294;"Mujer";"Mayor de 65 años";"Total";"Sí"
"Cantabria";41;1;245020;5976;"Mujer";"Mayor de 65 años";"Total";"Sí"
"Castilla y León";NA;NA;NA;NA;"Mujer";"Mayor de 65 años";"Total";"Sí"
"Castilla - La Mancha";NA;NA;NA;NA;"Mujer";"Mayor de 65 años";"Total";"Sí"
"Cataluña";619;1,1;5418870;8754;"Mujer";"Mayor de 65 años";"Total";"Sí"
"Comunitat Valenciana";360;1,61;2230412;6196;"Mujer";"Mayor de 65 años";"Total";"Sí"
"Extremadura";45;1,18;307698;6838;"Mujer";"Mayor de 65 años";"Total";"Sí"
"Galicia";NA;NA;NA;NA;"Mujer";"Mayor de 65 años";"Total";"Sí"
"Madrid, Comunidad de";NA;NA;NA;NA;"Mujer";"Mayor de 65 años";"Total";"Sí"
"Murcia, Región de";NA;NA;NA;NA;"Mujer";"Mayor de 65 años";"Total";"Sí"
"Rioja, La";NA;NA;NA;NA;"Mujer";"Mayor de 65 años";"Total";"Sí"
"Ceuta";NA;NA;NA;NA;"Mujer";"Mayor de 65 años";"Total";"Sí"
"Melilla";NA;NA;NA;NA;"Mujer";"Mayor de 65 años";"Total";"Sí"
"Total";7434836;1,31;151597778854;20390;"Mujer";"Total";"Española";"No"
"Andalucía";1383084;1,39;22258381276;16093;"Mujer";"Total";"Española";"No"
"Aragón";226906;1,28;4658850092;20532;"Mujer";"Total";"Española";"No"
"Asturias, Principado de";158932;1,25;3233055481;20342;"Mujer";"Total";"Española";"No"
"Balears,Illes";173275;1,27;3582398000;20675;"Mujer";"Total";"Española";"No"
"Canarias";333236;1,26;6239735618;18725;"Mujer";"Total";"Española";"No"
"Cantabria";96692;1,28;1865400770;19292;"Mujer";"Total";"Española";"No"
"Castilla y León";395483;1,3;7703898836;19480;"Mujer";"Total";"Española";"No"
"Castilla - La Mancha";332087;1,3;6025728560;18145;"Mujer";"Total";"Española";"No"
"Cataluña";1342034;1,31;30969395760;23076;"Mujer";"Total";"Española";"No"
"Comunitat Valenciana";813690;1,3;15307233359;18812;"Mujer";"Total";"Española";"No"
"Extremadura";184606;1,39;2859742101;15491;"Mujer";"Total";"Española";"No"
"Galicia";446167;1,29;8708707798;19519;"Mujer";"Total";"Española";"No"
